Datetime,Open,High,Low,Close,Adj Close,Volume
2020-12-31 23:00:00+00:00,0.0046721226535737514,0.004703899845480919,0.004648065660148859,0.004682928789407015,0.004682928789407015,0
2021-01-01 00:00:00+00:00,0.004680938553065062,0.004703459329903126,0.004615284502506256,0.004692516289651394,0.004692516289651394,0
2021-01-01 01:00:00+00:00,0.004693196155130863,0.004751627333462238,0.0046891942620277405,0.0047386023215949535,0.0047386023215949535,0
2021-01-01 02:00:00+00:00,0.004738147836178541,0.0047518061473965645,0.004729441832751036,0.004749976098537445,0.004749976098537445,0
2021-01-01 03:00:00+00:00,0.004749624989926815,0.00498300651088357,0.004749624989926815,0.00497750798240304,0.00497750798240304,9477800
2021-01-01 04:00:00+00:00,0.004976737778633833,0.004986689891666174,0.004818761721253395,0.0049266875721514225,0.0049266875721514225,7273336
2021-01-01 05:00:00+00:00,0.004926668014377356,0.004927872680127621,0.0048661008477211,0.004927386064082384,0.004927386064082384,1030536
2021-01-01 06:00:00+00:00,0.004928916227072477,0.004963408224284649,0.004842785187065601,0.004856504034250975,0.004856504034250975,0
2021-01-01 07:00:00+00:00,0.004856004845350981,0.004868017043918371,0.00481680640950799,0.004866848234087229,0.004866848234087229,0
2021-01-01 08:00:00+00:00,0.00486689992249012,0.004895382095128298,0.0048103341832757,0.004885806702077389,0.004885806702077389,1708640
2021-01-01 09:00:00+00:00,0.004884616006165743,0.004899453371763229,0.004819525871425867,0.00483177974820137,0.00483177974820137,707984
2021-01-01 10:00:00+00:00,0.004831228405237198,0.0048552220687270164,0.004794150125235319,0.00485064135864377,0.00485064135864377,337672
2021-01-01 11:00:00+00:00,0.00485136266797781,0.004910705145448446,0.00485136266797781,0.004892004653811455,0.004892004653811455,2209856
2021-01-01 12:00:00+00:00,0.004892322234809399,0.005003583617508411,0.004892322234809399,0.004937485326081514,0.004937485326081514,3486296
2021-01-01 13:00:00+00:00,0.004939069040119648,0.004972747527062893,0.004915713798254728,0.00494333216920495,0.00494333216920495,0
2021-01-01 14:00:00+00:00,0.00494315754622221,0.004963250830769539,0.0049357423558831215,0.004950874485075474,0.004950874485075474,0
2021-01-01 15:00:00+00:00,0.004951155744493008,0.004977423697710037,0.004898894112557173,0.0049360813573002815,0.0049360813573002815,1003184
2021-01-01 16:00:00+00:00,0.004935457371175289,0.004980264697223902,0.004919297993183136,0.004973545670509338,0.004973545670509338,1689160
2021-01-01 17:00:00+00:00,0.004972957540303469,0.005068258382380009,0.004960106685757637,0.005002668127417564,0.005002668127417564,6836608
2021-01-01 18:00:00+00:00,0.005001382902264595,0.005071538500487804,0.0049523850902915,0.005034735891968012,0.005034735891968012,12119192
2021-01-01 19:00:00+00:00,0.005034893751144409,0.005251035094261169,0.005033592693507671,0.005251035094261169,0.005251035094261169,14862408
2021-01-01 20:00:00+00:00,0.005249460693448782,0.005472017917782068,0.005229091737419367,0.005242602434009314,0.005242602434009314,33932096
2021-01-01 21:00:00+00:00,0.005232251714915037,0.005370273720473051,0.005175182595849037,0.005367984063923359,0.005367984063923359,25994256
2021-01-01 22:00:00+00:00,0.005369064398109913,0.0054940166883170605,0.005280764307826757,0.005428835283964872,0.005428835283964872,18086752
2021-01-01 23:00:00+00:00,0.005429212469607592,0.005684831645339727,0.005395893473178148,0.005684831645339727,0.005684831645339727,17563936
2021-01-02 00:00:00+00:00,0.005686411168426275,0.005861326120793819,0.005611742381006479,0.005778501275926828,0.005778501275926828,38405472
2021-01-02 01:00:00+00:00,0.00578109547495842,0.005822001490741968,0.00558385718613863,0.005689051002264023,0.005689051002264023,13788880
